review_text,label
"Not a bad park but not the best in town. There is a children's play area, pétanque grounds, a fairly large area with lawn (not very well maintained) and a few benches.",1
Nice views,1
Very bad management of the soccer field.,0
Three free tenis courts,1
Very beautiful park young people today his lucky,1
Nice view,1
The grass is cut,1
"Perfect for walks, jogs, bicycling and river side relaxing.",1
Nice park and a nice little house,1
"At the pool, no one takes care of enforcing social distancing. A group of teens keep jumping making it impossible to swim. I stayed 3 minutes In addition there is a recurring chlorine problem, one day there is not enough, another day too much and it takes them time when they manage to reopen. In addition, I was told that a janitor who put the chlorine had all put the granules in the same skimmer instead of distributing the quantity among the 4 or 6 skimmers, which resulted in the filter being blocked for a day. . The next day it was cleared and there was too much chlorine. So there's a good chance he missed the old one. I complained to the City and replied that he could not have missed it since he was measuring it by hours. The attendant in town didn't understand that if the guy didn't bother to go around there was a good chance he wouldn't measure it !! A sloth is a sloth! If the chlorine released suddenly, it was because it had not circulated normally the day before. We know that the right amount of chlorine is essential to kill the Covid. If I go back I will bring my kit and measure it",0
Nice park.,1
Very nice,1
Parc is good. People using it are not. The parc is disgustingly full of plastic on the ground and people who do their barbecues on the weekend leave trash and food ON THE FLOOR. No dog park although it is a necessity in this neighborhood.,0
Really great parc in the city.,1
Good park,1
cool,1
Beautiful. Hidden,1
Nice,1
Finally a place to walk his dog to Lachine! The city is deficient in services and in its dog policies.,1
Very nice park with lots of space to eat.  You can bring your charcoal BBQ without problem.  We loved our visit with lots of toiletries available despite the covid.,1
Nice paths for taking a stroll.  Skating is available on the rinks and artificial lake.,1
Lovely green-spot in the heart of the city.,1
"This park needs more investment from the government, I’ve seen it for almost 5 years I’ve been living in the area and it has not improved",0
Nice little park. Popular for little toddlers with parents.,1
Nice place for the little ones .... ps dog owner picking up the needs of your pet and not in the section of the children's park .... a little respect already that children can not even play in the grass without to fall on a ta ......,1
Nice swimming pool,1
Peaceful Beautiful,1
Dope,1
Good but the young people do not respect the practice hours of the teams who rent the field. Otherwise it is a beautiful land.,1
Great scenery and relaxing atmosphere,1
Peaceful and informative if you love nature.,1
Nice place.,1
Peaceful place where it is good to walk there,1
In winter; beautiful marked and marked cross-country ski trails. Superb viewpoints over Lac des Deux-Montagnes. Free access to the park but paid parking (~ $ 10). Sugar shack with maple products for sale. See website for snow conditions and trail markings.,1
A little piece of nature's heaven in the city.,1
A decent park.,1
very beautiful park,1
"Beautiful, clean, pleasant!",1
Worst beach ever don't go please not worth to pay,0
A nice place to label,0
Beautiful park with water games!,1
Good for Summer time,1
Was hoping to use the running track. But I think they're tearing it down.,0
nice place and nice space with tables,1
"The park is top notch with its water games. Weak point, no shade towards children's games.",0
Every angle of this place looks good. It should be easy to get into a positive vibe here with such a nice view.,1
pleasant place. the children are having a good time.,1
Lack of renovation .... 🤨,1
"Good not ugly for a small park, child and elderly people always seem to have fun",0
Very good  !!!,1
Very good service,1
Too nice park for families.,1
"You can run, cycle, skate, walk, etc... on multiple paths. Or just sit and enjoy some peace and quiet. Loads of trees and bushes make it a beautiful green space.",1
Very clean and nice neighbourhood Parc. Small but good up to 7 or 8 years old,1
Gooooooood,1
There are common play grounds for kids as well as adults.,1
Many children like very much this park.,1
Great to go sliding! With family,1
"Beautiful large spacious parc. Although its a popular parc, there is a lot of space an its not over crowded. There are toilets open during the pandemic, functioning water fountains and If you know, dance parties.",1
"The access path that crosses the center of the park is closed. Result: if you park in the north, you only have access to the beach!",0
very nice and green parc,1
Nice big park that can be a nice escape from city sights and sounds,1
"Nice park, with beautiful mature trees",1
Always nice to have a park even if it's small.,0
Beautiful little park in the safe neighborhood,0
Best skate park one would,1
pataugeoire sécuritaire pour les enfants. equiper vous de crème solaire et chapeaux. Il y a des bancs pour que les adultes puissent s'asseoir et surveiller les enfants mais peu de banc sous l'ombre.,1
"Huge park, and a wonderful place for kids.",1
Very clean and very well maintained there are very relaxing chairs,1
Water is dirty...and rocks. Full of rocks. Not that good...but refreshing on hot days .,1
No parking spot but there are alot of activities that anyone could love,0
Movie night at the park really nice. I will monitor the next event.,1
Nice discovery that we made today. Very nice park. We liked the peaceful decor and the little bridge.,1
"Ok, there's a lot of poo poo, but it's a very bucolic park! There are toilets, fountains, games, a place with platforms for shows, a small lake with a bridge and weeping willows, a parking lot, a police station next door, etc ... In short, we Pass by and we do not think it's a nice place to take a break and enjoy the sunset in August. I keep an excellent memory and I will return for sure!",1
